CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,Date,Time,PoluutionLevel
0.21,0.542156863,0,0.122,0.402439024,0.216,0.263883712,0.562,0.381261261,0.406262386,0.166,0.529,0.217,2/17/2005,21.00.00,1
0.176,0.528431373,0,0.099,0.372177055,0.179,0.282892285,0.497,0.366126126,0.389219184,0.155,0.543,0.216,2/17/2005,22.00.00,1
0.101,0.460294118,0,0.044,0.287714544,0.087,0.357808423,0.312,0.318198198,0.240586603,0.159,0.54,0.218,2/17/2005,23.00.00,0
0.101,0.477941176,0,0.052,0.302619693,0.087,0.351472233,0.309,0.327927928,0.244153785,0.155,0.549,0.218,2/18/2005,00.00.00,0
0.109,0.469607843,0,0.049,0.298102981,0.116,0.348490496,0.382,0.326126126,0.25921522,0.152,0.543,0.215,2/18/2005,01.00.00,0
0.084,0.451470588,0,0.033,0.268292683,0.068,0.382035035,0.241,0.312432432,0.189853349,0.141,0.559,0.215,2/18/2005,02.00.00,0
0.067,0.456372549,0,0.03,0.261969286,0,0.366380917,0,0.310990991,0.193024178,0.126,0.596,0.218,2/18/2005,03.00.00,0
0,0.428431373,0,0.011,0.213188799,0.033,0.43943347,0.132,0.289369369,0.151407055,0.143,0.561,0.216,2/18/2005,04.00.00,0
0.034,0.42745098,0,0.013,0.214995483,0.024,0.465523668,0.103,0.286126126,0.138723742,0.155,0.542,0.215,2/18/2005,05.00.00,0
0.042,0.443137255,0,0.02,0.239385727,0.053,0.402161759,0.176,0.304864865,0.173602854,0.143,0.566,0.217,2/18/2005,06.00.00,0
0.059,0.466176471,0,0.028,0.256549232,0.087,0.380544167,0.265,0.32,0.22909235,0.143,0.572,0.219,2/18/2005,07.00.00,0
0.176,0.579901961,0,0.124,0.40469738,0.308,0.250838613,0.603,0.401801802,0.451843044,0.155,0.55,0.22,2/18/2005,08.00.00,2
0.21,0.581862745,0,0.154,0.438121048,0.323,0.232948192,0.585,0.423063063,0.476813317,0.188,0.503,0.221,2/18/2005,09.00.00,2
0.168,0.525490196,0,0.116,0.394760614,0.231,0.266492732,0.45,0.372252252,0.396353547,0.242,0.418,0.215,2/18/2005,10.00.00,1
0.118,0.495588235,0,0.083,0.352303523,0.172,0.300037272,0.479,0.347387387,0.319460959,0.251,0.408,0.216,2/18/2005,11.00.00,1
0.109,0.48872549,0,0.075,0.33965673,0.156,0.311964219,0.447,0.343063063,0.286959968,0.265,0.388,0.213,2/18/2005,12.00.00,1
0.118,0.484803922,0,0.088,0.357271906,0.144,0.299664555,0.429,0.343423423,0.273483948,0.258,0.373,0.201,2/18/2005,13.00.00,1
0.134,0.493137255,0,0.104,0.37804878,0.141,0.288855758,0.429,0.34990991,0.300039635,0.244,0.368,0.191,2/18/2005,14.00.00,1
0.143,0.498039216,0,0.105,0.38166215,0.183,0.28736489,0.394,0.355675676,0.324217202,0.253,0.357,0.19,2/18/2005,15.00.00,1
0.151,0.524019608,0,0.132,0.414634146,0.187,0.269847186,0.482,0.376576577,0.37098692,0.26,0.348,0.189,2/18/2005,16.00.00,1
0.202,0.543627451,0,0.162,0.4467028,0.254,0.24748416,0.415,0.394954955,0.449068569,0.249,0.363,0.19,2/18/2005,17.00.00,1
0.235,0.579411765,0,0.198,0.483739837,0.267,0.229966455,0.6,0.427747748,0.514466904,0.217,0.406,0.194,2/18/2005,18.00.00,2
0.277,0.614215686,0,0.251,0.532520325,0.285,0.213566903,0.618,0.456936937,0.54974237,0.191,0.44,0.195,2/18/2005,19.00.00,2
0.403,0.631372549,0,0.276,0.554652213,0.427,0.204621692,0.735,0.48036036,0.595323028,0.186,0.454,0.198,2/18/2005,20.00.00,2
0.235,0.565196078,0,0.159,0.443089431,0.287,0.248229594,0.594,0.395315315,0.504558066,0.179,0.466,0.199,2/18/2005,21.00.00,2
0.202,0.569117647,0,0.154,0.437669377,0.249,0.252329482,0.559,0.40036036,0.503765359,0.157,0.498,0.199,2/18/2005,22.00.00,1
0.244,0.623039216,0,0.181,0.46567299,0.327,0.230339173,0.694,0.41009009,0.580261593,0.121,0.584,0.211,2/18/2005,23.00.00,2
0.227,0.566666667,0,0.129,0.410569106,0.308,0.254938502,0.735,0.368648649,0.54855331,0.092,0.62,0.204,2/19/2005,00.00.00,2
0.176,0.542156863,0,0.107,0.383920506,0.252,0.270965337,0.644,0.359279279,0.507728894,0.07,0.652,0.2,2/19/2005,01.00.00,2
0.126,0.494117647,0,0.068,0.327913279,0.154,0.310846068,0.459,0.329009009,0.429250892,0.07,0.639,0.197,2/19/2005,02.00.00,1
0.101,0.473529412,0,0.061,0.317524842,0,0.322400298,0,0.325405405,0.391993658,0.049,0.672,0.194,2/19/2005,03.00.00,0
0.076,0.456372549,0,0.041,0.283197832,0.079,0.353335818,0.288,0.30990991,0.361078082,0.052,0.664,0.194,2/19/2005,04.00.00,0
0.067,0.451960784,0,0.038,0.275971093,0.073,0.358553858,0.262,0.312432432,0.353943718,0.043,0.676,0.192,2/19/2005,05.00.00,0
0.067,0.446568627,0,0.036,0.273712737,0.085,0.354081252,0.306,0.312072072,0.354340071,0.043,0.68,0.192,2/19/2005,06.00.00,0
0.092,0.486764706,0,0.071,0.332429991,0.159,0.305255311,0.435,0.339099099,0.403487911,0.02,0.728,0.192,2/19/2005,07.00.00,1
0.16,0.539215686,0,0.133,0.415085818,0.229,0.252702199,0.571,0.386306306,0.472057075,0.013,0.733,0.19,2/19/2005,08.00.00,1
0.21,0.559313725,0,0.141,0.424570912,0.27,0.242638837,0.679,0.396036036,0.509314308,0.047,0.675,0.195,2/19/2005,09.00.00,2
0.185,0.531862745,0,0.089,0.361336947,0.234,0.279537831,0.588,0.354234234,0.483154974,0.07,0.645,0.197,2/19/2005,10.00.00,2
0.176,0.565196078,0,0.108,0.385275519,0.275,0.259411107,0.638,0.37009009,0.54300436,0.094,0.609,0.201,2/19/2005,11.00.00,2
0.193,0.55,0,0.1,0.375338753,0.266,0.269101752,0.618,0.353873874,0.521997622,0.166,0.494,0.203,2/19/2005,12.00.00,2
0.101,0.48627451,0,0.055,0.309394761,0.112,0.331718226,0.371,0.325045045,0.324217202,0.251,0.389,0.206,2/19/2005,13.00.00,0
0.101,0.499019608,0,0.058,0.31300813,0.106,0.323518449,0.347,0.337657658,0.270709473,0.309,0.365,0.228,2/19/2005,14.00.00,0
0.092,0.480882353,0,0.046,0.293134598,0.095,0.344390608,0.335,0.324684685,0.227110583,0.278,0.393,0.224,2/19/2005,15.00.00,0
0.092,0.484313725,0,0.053,0.306684734,0.097,0.337308982,0.344,0.328288288,0.235830361,0.287,0.36,0.21,2/19/2005,16.00.00,0
0.118,0.519117647,0,0.083,0.350948509,0.129,0.297055535,0.412,0.349189189,0.306777646,0.303,0.328,0.201,2/19/2005,17.00.00,1
0.143,0.544117647,0,0.115,0.39295393,0.172,0.263883712,0.494,0.380900901,0.419738407,0.26,0.375,0.203,2/19/2005,18.00.00,1
0.21,0.590196078,0,0.157,0.442186089,0.256,0.238166232,0.594,0.413333333,0.525564804,0.244,0.393,0.205,2/19/2005,19.00.00,2
0.227,0.625,0,0.193,0.479223126,0.289,0.221021245,0.621,0.433513514,0.5921522,0.233,0.421,0.211,2/19/2005,20.00.00,2
0.261,0.635784314,0,0.185,0.471544715,0.344,0.223630265,0.679,0.427027027,0.61791518,0.217,0.448,0.215,2/19/2005,21.00.00,2
0.235,0.625980392,0,0.163,0.447606143,0.31,0.226984719,0.629,0.411171171,0.624256837,0.204,0.472,0.218,2/19/2005,22.00.00,2
0.16,0.591666667,0,0.121,0.401084011,0.198,0.24748416,0.532,0.382702703,0.573523583,0.209,0.472,0.221,2/19/2005,23.00.00,1
0.16,0.599019608,0,0.118,0.397470641,0.182,0.254938502,0.509,0.39027027,0.541815299,0.211,0.504,0.237,2/20/2005,00.00.00,1
0.143,0.559313725,0,0.096,0.368563686,0.165,0.277674245,0.497,0.36972973,0.487514863,0.191,0.516,0.229,2/20/2005,01.00.00,1
0.185,0.601960784,0,0.13,0.41237579,0.198,0.2396571,0.512,0.405045045,0.553309552,0.175,0.564,0.238,2/20/2005,02.00.00,1
0.134,0.549019608,0,0.08,0.347786811,0,0.281774133,0,0.364684685,0.472057075,0.173,0.56,0.235,2/20/2005,03.00.00,0
0.126,0.523039216,0,0.077,0.342366757,0.12,0.288855758,0.382,0.357837838,0.399920729,0.184,0.529,0.229,2/20/2005,04.00.00,0
0.067,0.464215686,0,0.03,0.261969286,0.055,0.364517331,0.212,0.322162162,0.226714229,0.188,0.548,0.241,2/20/2005,05.00.00,0
0.042,0.45,0,0.016,0.226287263,0.028,0.42787924,0.118,0.317477477,0.16646849,0.179,0.617,0.264,2/20/2005,06.00.00,0
0.042,0.450980392,0,0.017,0.228545619,0.041,0.425642937,0.165,0.326126126,0.179548157,0.175,0.628,0.265,2/20/2005,07.00.00,0
0.059,0.46127451,0,0.024,0.24435411,0.068,0.39694372,0.238,0.331171171,0.206103845,0.179,0.607,0.26,2/20/2005,08.00.00,0
0.059,0.465196078,0,0.025,0.249322493,0.066,0.385762206,0.238,0.331171171,0.210463734,0.197,0.572,0.258,2/20/2005,09.00.00,0
0.076,0.485294118,0,0.036,0.272809395,0.077,0.35184495,0.259,0.341261261,0.229488704,0.226,0.537,0.263,2/20/2005,10.00.00,0
0.084,0.488235294,0,0.039,0.280036134,0.08,0.345881476,0.276,0.340900901,0.225921522,0.238,0.516,0.262,2/20/2005,11.00.00,0
0.092,0.501470588,0,0.039,0.281391147,0.081,0.341408871,0.285,0.351711712,0.226317876,0.204,0.634,0.292,2/20/2005,12.00.00,0
0.092,0.508333333,0,0.044,0.287262873,0.102,0.332090943,0.329,0.369009009,0.230677765,0.177,0.75,0.319,2/20/2005,13.00.00,0
0.084,0.498529412,0,0.038,0.276874435,0.089,0.342527022,0.306,0.362882883,0.218390805,0.179,0.733,0.313,2/20/2005,14.00.00,0
0.092,0.510784314,0,0.052,0.303071364,0.098,0.32090943,0.315,0.374054054,0.251288149,0.188,0.688,0.301,2/20/2005,15.00.00,0
0.109,0.508333333,0,0.05,0.300361337,0.105,0.31830041,0.335,0.365045045,0.250891795,0.193,0.646,0.288,2/20/2005,16.00.00,0
0.101,0.494607843,0,0.044,0.289069557,0.102,0.341036154,0.338,0.358918919,0.242964725,0.188,0.635,0.279,2/20/2005,17.00.00,0
0.109,0.506372549,0,0.053,0.304878049,0.117,0.317927693,0.374,0.362522523,0.27824019,0.179,0.651,0.279,2/20/2005,18.00.00,0
0.092,0.498039216,0,0.046,0.292231256,0.104,0.3376817,0.35,0.359279279,0.257233452,0.159,0.706,0.284,2/20/2005,19.00.00,0
0.126,0.52745098,0,0.072,0.336495032,0.149,0.298546403,0.438,0.374774775,0.333333333,0.166,0.669,0.274,2/20/2005,20.00.00,1
0.118,0.504411765,0,0.06,0.315718157,0.13,0.317182259,0.412,0.360720721,0.31510107,0.173,0.641,0.268,2/20/2005,21.00.00,1
0.092,0.482352941,0,0.049,0.298554652,0.088,0.334699963,0.309,0.347747748,0.252873563,0.173,0.613,0.258,2/20/2005,22.00.00,0
0.109,0.491666667,0,0.058,0.313459801,0.105,0.326500186,0.341,0.351711712,0.262782402,0.173,0.598,0.25,2/20/2005,23.00.00,0
0.118,0.494607843,0,0.052,0.303071364,0.1,0.326872903,0.329,0.363963964,0.241775664,0.15,0.708,0.277,2/21/2005,00.00.00,0
0.092,0.46372549,0,0.033,0.265582656,0.063,0.374580693,0.235,0.341621622,0.190249703,0.148,0.698,0.272,2/21/2005,01.00.00,0
0.067,0.446078431,0,0.019,0.233965673,0.045,0.421170332,0.174,0.337297297,0.160126833,0.128,0.793,0.291,2/21/2005,02.00.00,0
0.05,0.434313725,0,0.011,0.209575429,0,0.474468878,0,0.331171171,0.141498216,0.101,0.893,0.303,2/21/2005,03.00.00,0
0,0.430882353,0,0.008,0.201897019,0.026,0.490868431,0.106,0.327927928,0.137931034,0.09,0.919,0.301,2/21/2005,04.00.00,0
0.042,0.444607843,0,0.016,0.226738934,0.034,0.420797615,0.144,0.341261261,0.158145065,0.087,0.919,0.298,2/21/2005,05.00.00,0
0.05,0.465196078,0,0.033,0.266034327,0.052,0.367871785,0.185,0.360720721,0.183908046,0.074,0.95,0.297,2/21/2005,06.00.00,0
0.101,0.516666667,0,0.086,0.35501355,0.124,0.285501305,0.362,0.406846847,0.27705113,0.094,0.912,0.302,2/21/2005,07.00.00,0
0.185,0.595098039,0,0.171,0.456187895,0.173,0.226984719,0.482,0.461981982,0.398731669,0.114,0.846,0.298,2/21/2005,08.00.00,1
0.244,0.614215686,0,0.209,0.494579946,0.24,0.210957883,0.641,0.495495495,0.478002378,0.103,0.875,0.298,2/21/2005,09.00.00,2
0.244,0.586764706,0,0.151,0.435411021,0.332,0.228848304,0.747,0.454054054,0.44470868,0.085,0.95,0.305,2/21/2005,10.00.00,2
0.168,0.566666667,0,0.11,0.387985547,0.262,0.254938502,0.618,0.430990991,0.423701942,0.139,0.873,0.331,2/21/2005,11.00.00,2
0.143,0.554901961,0,0.104,0.37804878,0.26,0.258665673,0.612,0.432072072,0.420927467,0.173,0.762,0.32,2/21/2005,12.00.00,2
0.185,0.591666667,0,0.146,0.429087624,0.249,0.232202758,0.6,0.46954955,0.460562822,0.182,0.731,0.316,2/21/2005,13.00.00,2
0.151,0.55245098,0,0.124,0.40469738,0.174,0.24748416,0.506,0.442162162,0.400317083,0.182,0.722,0.311,2/21/2005,14.00.00,1
0.134,0.545098039,0,0.108,0.384372177,0.156,0.258665673,0.462,0.426666667,0.369005153,0.155,0.804,0.319,2/21/2005,15.00.00,1
0.16,0.581372549,0,0.135,0.417795845,0.196,0.238911666,0.532,0.458378378,0.406262386,0.157,0.831,0.333,2/21/2005,16.00.00,1
0.185,0.584313725,0,0.157,0.440831075,0.227,0.230339173,0.571,0.464864865,0.439952438,0.164,0.789,0.323,2/21/2005,17.00.00,1
0.185,0.576960784,0,0.138,0.420505872,0.198,0.244502423,0.568,0.461621622,0.388030123,0.13,0.877,0.324,2/21/2005,18.00.00,1
0.412,0.724509804,0,0.317,0.58762421,0.356,0.174804324,0.741,0.606126126,0.558462148,0.121,0.912,0.327,2/21/2005,19.00.00,2
0.529,0.728431373,0,0.309,0.582204155,0.41,0.173686172,0.832,0.588468468,0.569956401,0.123,0.9,0.325,2/21/2005,20.00.00,2
0.227,0.548039216,0,0.111,0.389792231,0.22,0.253447633,0.612,0.43027027,0.429250892,0.126,0.834,0.305,2/21/2005,21.00.00,2
0.118,0.499509804,0,0.069,0.329719964,0.127,0.302273574,0.421,0.38990991,0.363059849,0.126,0.811,0.296,2/21/2005,22.00.00,1
0.101,0.471078431,0,0.046,0.290424571,0.11,0.340663436,0.365,0.376936937,0.326991677,0.143,0.797,0.307,2/21/2005,23.00.00,0
0.067,0.456372549,0,0.033,0.266937669,0.069,0.378307864,0.262,0.365765766,0.279032897,0.141,0.79,0.302,2/22/2005,00.00.00,0
0.067,0.459803922,0,0.033,0.267389341,0.064,0.369735371,0.25,0.371891892,0.26476417,0.099,0.908,0.306,2/22/2005,01.00.00,0
0.059,0.435294118,0,0.017,0.230803975,0.048,0.414461424,0.194,0.347027027,0.202933016,0.087,0.937,0.304,2/22/2005,02.00.00,0
0.034,0.41372549,0,0.009,0.205058717,0,0.494595602,0,0.327207207,0.152596116,0.056,0.976,0.287,2/22/2005,03.00.00,0
0.034,0.417156863,0,0.008,0.198735321,0.031,0.502795378,0.135,0.330810811,0.149425287,0.076,0.963,0.302,2/22/2005,04.00.00,0
0.042,0.443627451,0,0.016,0.227190605,0.042,0.429370108,0.176,0.344504505,0.185097107,0.074,0.953,0.296,2/22/2005,05.00.00,0
0.076,0.483823529,0,0.041,0.283649503,0.115,0.346254193,0.344,0.372972973,0.273880301,0.076,0.953,0.298,2/22/2005,06.00.00,0
0.126,0.550980392,0,0.105,0.380307136,0.212,0.257174804,0.524,0.425225225,0.38882283,0.076,0.953,0.299,2/22/2005,07.00.00,1
0.319,0.690196078,0,0.262,0.54200542,0.465,0.182631383,0.868,0.548828829,0.542608006,0.092,0.932,0.306,2/22/2005,08.00.00,2
0.454,0.735784314,0,0.377,0.63369467,0.512,0.155795751,0.715,0.644684685,0.629805787,0.103,0.905,0.309,2/22/2005,09.00.00,2
0.294,0.620588235,0,0.235,0.51897019,0.378,0.196794633,0.75,0.517117117,0.54300436,0.137,0.834,0.315,2/22/2005,10.00.00,2
0.143,0.530392157,0,0.108,0.386178862,0.193,0.270219903,0.591,0.410810811,0.398335315,0.204,0.658,0.304,2/22/2005,11.00.00,2
0.168,0.550490196,0,0.143,0.425474255,0.219,0.243384271,0.612,0.441441441,0.43797067,0.256,0.551,0.295,2/22/2005,12.00.00,2
0.176,0.575490196,0,0.157,0.442186089,0.214,0.227730153,0.624,0.461981982,0.452635751,0.186,0.726,0.317,2/22/2005,13.00.00,2
0.252,0.592647059,0,0.203,0.48870822,0.275,0.213566903,0.7,0.488288288,0.43797067,0.146,0.8,0.309,2/22/2005,14.00.00,2
0.176,0.549019608,0,0.141,0.424570912,0.206,0.24487514,0.591,0.448648649,0.363456203,0.148,0.802,0.312,2/22/2005,15.00.00,2
0.21,0.575490196,0,0.171,0.456187895,0.243,0.228475587,0.641,0.47027027,0.416171225,0.166,0.781,0.321,2/22/2005,16.00.00,2
0.185,0.523529412,0,0.124,0.40469738,0.229,0.26164741,0.653,0.424144144,0.336107808,0.143,0.796,0.306,2/22/2005,17.00.00,2
0.202,0.561764706,0,0.16,0.444896116,0.206,0.24226612,0.606,0.445405405,0.377328577,0.13,0.817,0.301,2/22/2005,18.00.00,2
0.303,0.590196078,0,0.207,0.491869919,0.268,0.224002982,0.738,0.481081081,0.419738407,0.126,0.807,0.294,2/22/2005,19.00.00,2
0.218,0.520588235,0,0.127,0.407859079,0.183,0.267238166,0.559,0.411171171,0.285374554,0.094,0.877,0.291,2/22/2005,20.00.00,1
0.227,0.55,0,0.133,0.415085818,0.229,0.253447633,0.641,0.432792793,0.38882283,0.096,0.896,0.298,2/22/2005,21.00.00,2
0.118,0.460784314,0,0.057,0.309846432,0.128,0.336563548,0.441,0.362162162,0.256837099,0.101,0.851,0.288,2/22/2005,22.00.00,1
0.076,0.458333333,0,0.041,0.283649503,0.085,0.370853522,0.326,0.355315315,0.242172017,0.099,0.869,0.292,2/22/2005,23.00.00,0
0.126,0.495588235,0,0.068,0.327461608,0.128,0.317554976,0.418,0.378378378,0.306381292,0.094,0.882,0.292,2/23/2005,00.00.00,1
0.092,0.466666667,0,0.05,0.300361337,0.099,0.338054417,0.35,0.362882883,0.278636544,0.09,0.894,0.292,2/23/2005,01.00.00,0
0.067,0.440686275,0,0.028,0.258355917,0.066,0.396198286,0.256,0.342702703,0.221957987,0.087,0.887,0.288,2/23/2005,02.00.00,0
0.05,0.431372549,0,0.022,0.240740741,0,0.432724562,0,0.341621622,0.19778042,0.078,0.909,0.287,2/23/2005,03.00.00,0
0.05,0.432352941,0,0.019,0.233062331,0.051,0.421915766,0.206,0.345585586,0.22790329,0.072,0.933,0.288,2/23/2005,04.00.00,0
0.05,0.41372549,0,0.011,0.210478771,0.052,0.469996273,0.2,0.322162162,0.189456996,0.092,0.857,0.282,2/23/2005,05.00.00,0
0.05,0.421568627,0,0.016,0.224480578,0.049,0.466269102,0.194,0.328648649,0.175188268,0.094,0.856,0.283,2/23/2005,06.00.00,0
0.059,0.449509804,0,0.035,0.269647696,0.103,0.404025345,0.344,0.358198198,0.238604836,0.101,0.86,0.29,2/23/2005,07.00.00,0
0.143,0.551960784,0,0.121,0.400180668,0.228,0.2679836,0.579,0.435315315,0.37098692,0.099,0.892,0.3,2/23/2005,08.00.00,2
0.16,0.506372549,0,0.097,0.37037037,0.243,0.27581066,0.582,0.401441441,0.344827586,0.096,0.9,0.301,2/23/2005,09.00.00,2
0.118,0.462745098,0,0.06,0.314814815,0.164,0.328363772,0.491,0.368288288,0.272691241,0.07,0.936,0.288,2/23/2005,10.00.00,1
0.109,0.468137255,0,0.057,0.310298103,0.187,0.333581811,0.529,0.361801802,0.279825604,0.063,0.946,0.284,2/23/2005,11.00.00,1
0.101,0.48627451,0,0.058,0.313459801,0.18,0.335445397,0.497,0.367567568,0.299643282,0.087,0.896,0.29,2/23/2005,12.00.00,1
0.16,0.534313725,0,0.13,0.411020777,0.214,0.261274693,0.618,0.42954955,0.386048355,0.114,0.84,0.297,2/23/2005,13.00.00,2
0.21,0.564215686,0,0.159,0.443992773,0.254,0.234439061,0.682,0.448288288,0.444312327,0.128,0.817,0.3,2/23/2005,14.00.00,2
0.193,0.562745098,0,0.155,0.440379404,0.236,0.237793515,0.656,0.447927928,0.421720174,0.126,0.841,0.306,2/23/2005,15.00.00,2
0.193,0.558823529,0,0.144,0.427280939,0.255,0.243384271,0.659,0.443603604,0.426476417,0.121,0.856,0.308,2/23/2005,16.00.00,2
0.21,0.568627451,0,0.162,0.447154472,0.272,0.235557212,0.7,0.451891892,0.432025367,0.11,0.882,0.306,2/23/2005,17.00.00,2
0.235,0.572058824,0,0.179,0.463866305,0.285,0.227357436,0.732,0.464504505,0.44351962,0.108,0.891,0.307,2/23/2005,18.00.00,2
0.227,0.585294118,0,0.184,0.468834688,0.262,0.22549385,0.656,0.474594595,0.468093539,0.108,0.886,0.306,2/23/2005,19.00.00,2
0.261,0.6,0,0.198,0.483739837,0.291,0.219903094,0.718,0.47963964,0.491478399,0.103,0.882,0.3,2/23/2005,20.00.00,2
0.244,0.592647059,0,0.179,0.464317977,0.287,0.23071189,0.715,0.455495495,0.497027348,0.094,0.899,0.298,2/23/2005,21.00.00,2
0.218,0.56127451,0,0.151,0.434507678,0.264,0.24487514,0.665,0.436756757,0.472453428,0.096,0.89,0.297,2/23/2005,22.00.00,2
0.126,0.498039216,0,0.072,0.33604336,0.156,0.307491614,0.491,0.379459459,0.404280618,0.094,0.878,0.29,2/23/2005,23.00.00,1
0.134,0.499019608,0,0.074,0.338753388,0.168,0.309727917,0.506,0.378738739,0.363059849,0.072,0.936,0.289,2/24/2005,00.00.00,1
0.092,0.459313725,0,0.041,0.28229449,0.096,0.364144614,0.353,0.354234234,0.316290131,0.114,0.84,0.297,2/24/2005,01.00.00,0
0.076,0.465196078,0,0.046,0.292231256,0.079,0.356317555,0.294,0.368648649,0.302021403,0.09,0.911,0.299,2/24/2005,02.00.00,0
0.059,0.43872549,0,0.024,0.246160795,0,0.402534476,0,0.347387387,0.27150218,0.096,0.913,0.303,2/24/2005,03.00.00,0
0,0.433333333,0,0.02,0.238482385,0.065,0.42787924,0.253,0.345945946,0.245342846,0.065,0.962,0.291,2/24/2005,04.00.00,0
0.05,0.432843137,0,0.019,0.233965673,0.059,0.423033917,0.238,0.346666667,0.24019025,0.074,0.953,0.296,2/24/2005,05.00.00,0
0.067,0.474509804,0,0.047,0.294489612,0.133,0.34923593,0.385,0.378738739,0.312326595,0.081,0.952,0.301,2/24/2005,06.00.00,1
0.126,0.525,0,0.086,0.355465221,0.196,0.281401416,0.5,0.412972973,0.375346809,0.085,0.945,0.303,2/24/2005,07.00.00,1
0.261,0.642156863,0,0.203,0.48870822,0.42,0.206857995,0.785,0.504504505,0.497027348,0.092,0.93,0.306,2/24/2005,08.00.00,2
0.319,0.652941176,0,0.228,0.51129178,0.436,0.19455833,0.791,0.518558559,0.535869996,0.087,0.946,0.307,2/24/2005,09.00.00,2
0.227,0.57745098,0,0.141,0.424119241,0.387,0.238538949,0.718,0.442522523,0.461751883,0.092,0.946,0.312,2/24/2005,10.00.00,2
0.151,0.535784314,0,0.102,0.377597109,0.28,0.271338054,0.682,0.411531532,0.406262386,0.103,0.924,0.314,2/24/2005,11.00.00,2
0.118,0.519607843,0,0.085,0.354110208,0.212,0.286992173,0.576,0.402522523,0.372968688,0.123,0.896,0.325,2/24/2005,12.00.00,2
0.143,0.549509804,0,0.116,0.394308943,0.214,0.259783824,0.574,0.434594595,0.396353547,0.15,0.859,0.337,2/24/2005,13.00.00,2
0.16,0.548039216,0,0.121,0.401084011,0.196,0.255311219,0.556,0.440720721,0.381292113,0.177,0.778,0.331,2/24/2005,14.00.00,1
0.185,0.590686275,0,0.168,0.452574526,0.26,0.22810287,0.624,0.468108108,0.481173207,0.191,0.747,0.331,2/24/2005,15.00.00,2
0.252,0.624509804,0,0.209,0.494128275,0.343,0.200149087,0.785,0.491531532,0.565992866,0.17,0.798,0.332,2/24/2005,16.00.00,2
0.252,0.637745098,0,0.207,0.493224932,0.361,0.195676482,0.771,0.50018018,0.588188664,0.161,0.816,0.33,2/24/2005,17.00.00,2
0.328,0.68872549,0,0.275,0.552845528,0.406,0.174431606,0.794,0.541621622,0.657154182,0.15,0.837,0.329,2/24/2005,18.00.00,2
0.336,0.674019608,0,0.278,0.555555556,0.394,0.176295192,0.765,0.548468468,0.646848989,0.137,0.855,0.322,2/24/2005,19.00.00,2
0.328,0.670098039,0,0.275,0.5532972,0.373,0.180767797,0.779,0.537657658,0.645263575,0.141,0.844,0.322,2/24/2005,20.00.00,2
0.294,0.649019608,0,0.221,0.506323397,0.37,0.197912784,0.771,0.504144144,0.586999604,0.135,0.879,0.329,2/24/2005,21.00.00,2
0.202,0.573529412,0,0.132,0.414182475,0.26,0.243011554,0.668,0.438918919,0.477606025,0.126,0.915,0.333,2/24/2005,22.00.00,2
0.176,0.573039216,0,0.124,0.404245709,0.215,0.25382035,0.565,0.432792793,0.438367023,0.123,0.919,0.331,2/24/2005,23.00.00,1
0.21,0.578921569,0,0.127,0.408762421,0.241,0.24487514,0.594,0.437837838,0.438367023,0.119,0.948,0.338,2/25/2005,00.00.00,2
0.176,0.561764706,0,0.111,0.388437218,0.22,0.257920239,0.556,0.425585586,0.432818074,0.117,0.946,0.336,2/25/2005,01.00.00,1
0.126,0.519117647,0,0.082,0.349141825,0.158,0.285874022,0.462,0.406126126,0.390011891,0.114,0.941,0.333,2/25/2005,02.00.00,1
0.092,0.495098039,0,0.053,0.306684734,0,0.31830041,0,0.376936937,0.352358304,0.112,0.935,0.327,2/25/2005,03.00.00,0
0.084,0.493627451,0,0.053,0.305781391,0.078,0.321654864,0.285,0.379459459,0.336107808,0.112,0.93,0.326,2/25/2005,04.00.00,0
0.067,0.456862745,0,0.033,0.268744354,0.081,0.369362654,0.294,0.369369369,0.305588585,0.112,0.933,0.326,2/25/2005,05.00.00,0
0.084,0.489215686,0,0.064,0.323848238,0.154,0.325009318,0.429,0.394594595,0.354736425,0.117,0.91,0.324,2/25/2005,06.00.00,1
0.118,0.525490196,0,0.096,0.369918699,0.205,0.279910548,0.515,0.418378378,0.397542608,0.119,0.904,0.322,2/25/2005,07.00.00,1
0.303,0.698039216,0,0.294,0.569105691,0,0.184122251,0,0.565045045,0.571541815,0.128,0.899,0.329,2/25/2005,08.00.00,0
0.487,0.748529412,0,0.438,0.678410117,0,0.153186731,0,0.673153153,0.684502576,0.139,0.866,0.33,2/25/2005,09.00.00,0
0.353,0.668627451,0,0.279,0.55736224,0.358,0.187849422,0.559,0.552432432,0.636543797,0.186,0.76,0.331,2/25/2005,10.00.00,2
0.277,0.583333333,0,0.185,0.471544715,0.416,0.229221021,0.488,0.477117117,0.536662703,0.242,0.587,0.303,2/25/2005,11.00.00,2
0.143,0.500490196,0,0.104,0.378952123,0.201,0.28736489,0.45,0.390630631,0.362267142,0.291,0.454,0.27,2/25/2005,12.00.00,1
0.176,0.515196078,0,0.132,0.412827462,0.214,0.263510995,0.491,0.404324324,0.361870789,0.244,0.505,0.262,2/25/2005,13.00.00,1
