CO(GT),C6H6(GT),NOx(GT),NO2(GT),Date,Time,PollutionLevel
0.033613445,0.034536892,0.021636241,0.132352941,5/16/2004,05.00.00,0
0.134453782,0.128728414,0.08045977,0.261764706,5/16/2004,09.00.00,1
0.117647059,0.120879121,0.054090602,0.241176471,5/16/2004,12.00.00,1
0.075630252,0.083202512,0.030425963,0.176470588,5/16/2004,14.00.00,0
0.159663866,0.15855573,0.06423259,0.314705882,5/16/2004,17.00.00,1
0.201680672,0.166405024,0.087221095,0.347058824,5/16/2004,20.00.00,2
0.075630252,0.058084772,0.035158891,0.197058824,5/17/2004,01.00.00,0
0.159663866,0.15855573,0.087221095,0.285294118,5/17/2004,12.00.00,1
0.12605042,0.133437991,0.070317782,0.252941176,5/17/2004,14.00.00,1
0.201680672,0.210361068,0.09127789,0.308823529,5/17/2004,17.00.00,2
0.285714286,0.279434851,0.121703854,0.367647059,5/17/2004,19.00.00,2
0.25210084,0.199372057,0.114942529,0.358823529,5/17/2004,20.00.00,2
0.033613445,0.037676609,0.024340771,0.173529412,5/18/2004,01.00.00,0
0.016806723,0.018838305,0,0,5/18/2004,03.00.00,0
0.226890756,0.302982732,0.129817444,0.276470588,5/18/2004,07.00.00,2
0.268907563,0.229199372,0.152129817,0.338235294,5/18/2004,09.00.00,2
0.159663866,0.172684458,0.094658553,0.302941176,5/18/2004,11.00.00,1
0.226890756,0.241758242,0.109533469,0.361764706,5/18/2004,12.00.00,2
0.168067227,0.196232339,0.081812035,0.311764706,5/18/2004,14.00.00,2
0.394957983,0.400313972,0.156862745,0.476470588,5/18/2004,19.00.00,2
0.142857143,0.130298273,0.07234618,0.282352941,5/18/2004,23.00.00,1
0.386554622,0.345368917,0.198782961,0.485294118,5/19/2004,09.00.00,2
0.193277311,0.21978022,0.078431373,0.367647059,5/19/2004,15.00.00,2
0.210084034,0.2433281,0.097363083,0.397058824,5/19/2004,16.00.00,2
0.285714286,0.302982732,0.118999324,0.438235294,5/19/2004,17.00.00,2
0.319327731,0.331240188,0.129141312,0.444117647,5/19/2004,19.00.00,2
0.12605042,0.128728414,0.060851927,0.3,5/20/2004,00.00.00,1
0.18487395,0.196232339,0.098715348,0.344117647,5/20/2004,11.00.00,2
0.369747899,0.346938776,0.167680865,0.505882353,5/20/2004,19.00.00,2
0.050420168,0.059654631,0.028397566,0.188235294,5/21/2004,01.00.00,0
0.025210084,0.042386185,0,0,5/21/2004,03.00.00,0
0.285714286,0.31711146,0.164976335,0.408823529,5/21/2004,09.00.00,2
0.235294118,0.26844584,0.146044625,0.435294118,5/21/2004,10.00.00,2
0.159663866,0.182103611,0.081135903,0.311764706,5/21/2004,12.00.00,1
0.302521008,0.315541601,0.146044625,0.455882353,5/21/2004,18.00.00,2
0.210084034,0.208791209,0.108181204,0.370588235,5/21/2004,22.00.00,2
0.31092437,0.282574568,0.131169709,0.370588235,5/22/2004,00.00.00,2
0.100840336,0.144427002,0.07234618,0.235294118,5/22/2004,07.00.00,1
0.18487395,0.229199372,0.093982421,0.276470588,5/22/2004,08.00.00,2
0.151260504,0.182103611,0.076402975,0.267647059,5/22/2004,11.00.00,1
0.151260504,0.164835165,0.065584855,0.255882353,5/22/2004,15.00.00,1
0.176470588,0.183673469,0.07775524,0.297058824,5/22/2004,16.00.00,2
0.235294118,0.248037677,0.102772143,0.338235294,5/22/2004,17.00.00,2
0.025210084,0.032967033,0.018255578,0.108823529,5/23/2004,05.00.00,0
0.033613445,0.034536892,0.027721433,0.155882353,5/23/2004,06.00.00,0
0.067226891,0.059654631,0.043272481,0.188235294,5/23/2004,09.00.00,0
0.12605042,0.108320251,0.062880325,0.238235294,5/23/2004,17.00.00,1
0.092436975,0.094191523,0.050709939,0.214705882,5/23/2004,22.00.00,0
0.042016807,0.037676609,0.020960108,0.129411765,5/24/2004,01.00.00,0
0.042016807,0.043956044,0.048681542,0.202941176,5/24/2004,06.00.00,0
0.168067227,0.152276295,0.079783638,0.238235294,5/24/2004,08.00.00,1
0.109243697,0.108320251,0.057471264,0.164705882,5/24/2004,09.00.00,0
0.075630252,0.086342229,0.075726842,0.25,5/24/2004,11.00.00,1
0.168067227,0.188383046,0.093982421,0.317647059,5/24/2004,17.00.00,2
0.100840336,0.105180534,0.068965517,0.282352941,5/24/2004,20.00.00,1
0.058823529,0.075353218,0.049357674,0.226470588,5/24/2004,21.00.00,1
0.067226891,0.078492936,0.051386072,0.252941176,5/24/2004,23.00.00,1
0,0.018838305,0,0,5/25/2004,03.00.00,0
0.008403361,0.026687598,0.030425963,0.15,5/25/2004,05.00.00,0
0.176470588,0.240188383,0.100743746,0.267647059,5/25/2004,09.00.00,2
0.268907563,0.290423862,0.195402299,0.455882353,5/25/2004,11.00.00,2
0.176470588,0.211930926,0.107505071,0.335294118,5/25/2004,12.00.00,2
0.18487395,0.248037677,0.109533469,0.373529412,5/25/2004,13.00.00,2
0,0.241758242,0,0,5/25/2004,17.00.00,2
0,0.390894819,0,0,5/25/2004,18.00.00,2
0,0,0,0,5/25/2004,20.00.00,0
0,0,0,0,5/25/2004,21.00.00,0
0,0,0,0,5/26/2004,00.00.00,0
0.134453782,0.185243328,0.086544963,0.329411765,5/26/2004,14.00.00,2
0.134453782,0.188383046,0.081135903,0.320588235,5/26/2004,15.00.00,2
0.109243697,0.152276295,0.07775524,0.329411765,5/26/2004,16.00.00,2
0,0.102040816,0,0,5/27/2004,06.00.00,0
0,0.150706436,0,0,5/27/2004,23.00.00,1
0,0.043956044,0,0,5/28/2004,04.00.00,0
0,0.211930926,0,0,5/28/2004,14.00.00,2
0.142857143,0.193092622,0.089925625,0.338235294,5/28/2004,15.00.00,2
0.176470588,0.196232339,0.089925625,0.308823529,5/28/2004,17.00.00,2
0.084033613,0.10989011,0.065584855,0.282352941,5/28/2004,22.00.00,1
0.050420168,0.080062794,0.048005409,0.247058824,5/29/2004,02.00.00,1
0.058823529,0.070643642,0.052062204,0.205882353,5/29/2004,11.00.00,0
0.058823529,0.075353218,0.045300879,0.188235294,5/29/2004,13.00.00,0
0.067226891,0.091051805,0.058823529,0.244117647,5/29/2004,18.00.00,1
0.084033613,0.102040816,0.068965517,0.302941176,5/29/2004,21.00.00,1
0.008403361,0.043956044,0.027721433,0.135294118,5/30/2004,14.00.00,0
0.050420168,0.09733124,0.043948614,0.226470588,5/30/2004,16.00.00,1
0.100840336,0.131868132,0.079107505,0.344117647,5/30/2004,22.00.00,2
0.016806723,0.067503925,0.01081812,0.082352941,5/31/2004,00.00.00,0
0,0.021978022,0,0,5/31/2004,03.00.00,0
0,0.020408163,0.012846518,0.094117647,5/31/2004,04.00.00,0
0.134453782,0.222919937,0.112914131,0.244117647,5/31/2004,07.00.00,2
0.302521008,0.356357928,0.167680865,0.379411765,5/31/2004,08.00.00,2
0.117647059,0.197802198,0.097363083,0.361764706,5/31/2004,11.00.00,2
0.117647059,0.205651491,0.08586883,0.352941176,5/31/2004,12.00.00,2
0.109243697,0.216640502,0.083840433,0.355882353,5/31/2004,14.00.00,2
0.092436975,0.167974882,0.065584855,0.282352941,5/31/2004,20.00.00,1
0.067226891,0.117739403,0.052738337,0.202941176,5/31/2004,21.00.00,0
0.025210084,0.073783359,0.031102096,0.132352941,6/1/2004,00.00.00,0
0.226890756,0.306122449,0.159567275,0.294117647,6/1/2004,08.00.00,2
0.193277311,0.238618524,0.153482082,0.302941176,6/1/2004,09.00.00,2
0.159663866,0.249607535,0.129141312,0.261764706,6/1/2004,12.00.00,2
0.210084034,0.246467818,0.129817444,0.258823529,6/1/2004,13.00.00,2
0.210084034,0.26844584,0.123732252,0.279411765,6/1/2004,16.00.00,2
0.176470588,0.246467818,0.107505071,0.226470588,6/1/2004,21.00.00,2
0.18487395,0.205651491,0.113590264,0.238235294,6/1/2004,23.00.00,2
0.067226891,0.144427002,0.06423259,0.167647059,6/2/2004,00.00.00,1
0,0.117739403,0.047329277,0.144117647,6/2/2004,01.00.00,0
0,0.050235479,0.020283976,0.091176471,6/2/2004,04.00.00,0
0,0.139717425,0.058147397,0.158823529,6/2/2004,10.00.00,1
0,0.073783359,0.024340771,0.1,6/2/2004,13.00.00,0
0,0.232339089,0.098039216,0.258823529,6/2/2004,19.00.00,2
0,0.026687598,0.011494253,0.070588235,6/3/2004,04.00.00,0
0,0.15855573,0.124408384,0.214705882,6/3/2004,06.00.00,1
0,0.31711146,0.148749155,0.285294118,6/3/2004,08.00.00,2
0,0.189952904,0,0,6/3/2004,13.00.00,2
0,0.230769231,0,0,6/3/2004,18.00.00,2
0,0.306122449,0,0,6/3/2004,19.00.00,2
0,0.12244898,0,0,6/3/2004,22.00.00,1
0,0.12244898,0,0,6/3/2004,23.00.00,1
0,0.070643642,0,0,6/4/2004,02.00.00,0
0,0.072213501,0,0,6/4/2004,04.00.00,0
0,0.018838305,0,0,6/4/2004,05.00.00,0
0,0.053375196,0,0,6/4/2004,06.00.00,0
0,0.149136578,0,0,6/4/2004,12.00.00,1
0.302521008,0.274725275,0,0,6/4/2004,19.00.00,2
0.243697479,0.205651491,0,0,6/4/2004,20.00.00,2
0.243697479,0.205651491,0,0,6/4/2004,23.00.00,2
0.226890756,0.202511774,0,0,6/5/2004,00.00.00,2
0.134453782,0.144427002,0,0,6/5/2004,02.00.00,1
0.058823529,0.070643642,0.025016903,0.185294118,6/5/2004,04.00.00,0
0.12605042,0.125588697,0.126436782,0.282352941,6/5/2004,08.00.00,1
0.159663866,0.160125589,0.074374577,0.270588235,6/5/2004,16.00.00,1
0.142857143,0.141287284,0.073022312,0.261764706,6/5/2004,17.00.00,1
0.193277311,0.21978022,0.090601758,0.308823529,6/5/2004,18.00.00,2
0.050420168,0.059654631,0.011494253,0.088235294,6/5/2004,21.00.00,0
0.050420168,0.059654631,0.010141988,0.070588235,6/6/2004,01.00.00,0
0.092436975,0.103610675,0.031778229,0.170588235,6/6/2004,02.00.00,0
0.075630252,0.053375196,0.041244084,0.179411765,6/6/2004,10.00.00,0
0.042016807,0.042386185,0.024340771,0.132352941,6/6/2004,14.00.00,0
0.109243697,0.103610675,0.079107505,0.258823529,6/6/2004,19.00.00,1
0.117647059,0.10989011,0.079783638,0.261764706,6/6/2004,21.00.00,1
0.142857143,0.131868132,0.08857336,0.288235294,6/6/2004,23.00.00,1
0.025210084,0.031397174,0,0,6/7/2004,03.00.00,0
0.042016807,0.037676609,0.029749831,0.117647059,6/7/2004,05.00.00,0
0.243697479,0.273155416,0.16091954,0.358823529,6/7/2004,10.00.00,2
0.210084034,0.221350078,0.139959432,0.352941176,6/7/2004,11.00.00,2
0.235294118,0.259026688,0.138607167,0.370588235,6/7/2004,15.00.00,2
0.210084034,0.210361068,0.104800541,0.367647059,6/7/2004,20.00.00,2
0.168067227,0.1711146,0.073022312,0.341176471,6/7/2004,21.00.00,2
0.058823529,0.065934066,0.025693036,0.161764706,6/8/2004,01.00.00,0
0.042016807,0.039246468,0.017579446,0.123529412,6/8/2004,02.00.00,0
0.487394958,0.566718995,0.254225828,0.367647059,6/8/2004,08.00.00,2
0.294117647,0.298273155,0.208924949,0.502941176,6/8/2004,10.00.00,2
0.210084034,0.246467818,0.113590264,0.364705882,6/8/2004,12.00.00,2
0.18487395,0.204081633,0,0,6/8/2004,16.00.00,2
0.294117647,0.335949765,0.118999324,0.538235294,6/8/2004,17.00.00,2
0.319327731,0.339089482,0.14198783,0.420588235,6/8/2004,20.00.00,2
0.235294118,0.246467818,0.106152806,0.361764706,6/8/2004,21.00.00,2
0.042016807,0.051805338,0.020960108,0.15,6/9/2004,04.00.00,0
0.235294118,0.282574568,0.123732252,0.491176471,6/9/2004,13.00.00,2
0.386554622,0.40188383,0.199459094,0.605882353,6/9/2004,19.00.00,2
0.159663866,0.183673469,0.074374577,0.314705882,6/9/2004,22.00.00,2
0.084033613,0.119309262,0.032454361,0.179411765,6/10/2004,00.00.00,0
0.084033613,0.092621664,0.032454361,0.194117647,6/10/2004,02.00.00,0
0.050420168,0.062794349,0,0,6/10/2004,03.00.00,0
0.075630252,0.08477237,0.050709939,0.223529412,6/10/2004,05.00.00,1
0.201680672,0.213500785,0.106152806,0.394117647,6/10/2004,11.00.00,2
0.218487395,0.266875981,0.100743746,0.423529412,6/10/2004,14.00.00,2
0.201680672,0.188383046,0.110209601,0.341176471,6/10/2004,21.00.00,2
0.12605042,0.163265306,0.068965517,0.282352941,6/11/2004,00.00.00,1
0.403361345,0.453689168,0.22515213,0.394117647,6/11/2004,08.00.00,2
0.168067227,0.191522763,0.098715348,0,6/11/2004,11.00.00,2
0.159663866,0.196232339,0.073698445,0.323529412,6/11/2004,14.00.00,2
0.218487395,0.238618524,0.125084517,0.417647059,6/11/2004,17.00.00,2
0.042016807,0.064364207,0.030425963,0.170588235,6/12/2004,04.00.00,0
0.075630252,0.094191523,0.058823529,0.229411765,6/12/2004,05.00.00,1
0.050420168,0.075353218,0.043948614,0.188235294,6/12/2004,07.00.00,0
0.159663866,0.205651491,0.106152806,0.270588235,6/12/2004,09.00.00,2
0.176470588,0.221350078,0.115618661,0.297058824,6/12/2004,10.00.00,2
0.092436975,0.098901099,0.031102096,0.152941176,6/12/2004,19.00.00,0
0.193277311,0.200941915,0.087897228,0.332352941,6/12/2004,22.00.00,2
0.168067227,0.144427002,0.085192698,0.261764706,6/13/2004,00.00.00,1
0.050420168,0.064364207,0,0,6/13/2004,03.00.00,0
0.033613445,0.023547881,0.016903313,0.108823529,6/13/2004,06.00.00,0
0.033613445,0.018838305,0.020283976,0.123529412,6/13/2004,08.00.00,0
0.042016807,0.026687598,0.028397566,0.152941176,6/13/2004,09.00.00,0
0.050420168,0.039246468,0.035158891,0.176470588,6/13/2004,10.00.00,0
0.058823529,0.042386185,0.045300879,0.191176471,6/13/2004,12.00.00,0
0.050420168,0.029827316,0.031778229,0.152941176,6/13/2004,13.00.00,0
0.084033613,0.054945055,0.045300879,0.211764706,6/13/2004,19.00.00,0
0.058823529,0.03610675,0.030425963,0.158823529,6/13/2004,22.00.00,0
0,0.007849294,0.00811359,0.052941176,6/14/2004,04.00.00,0
0.151260504,0.136577708,0.102096011,0.282352941,6/14/2004,08.00.00,1
0.12605042,0.10989011,0.079783638,0.247058824,6/14/2004,10.00.00,1
0.100840336,0.083202512,0.058147397,0.211764706,6/14/2004,12.00.00,0
0.226890756,0.191522763,0.101419878,0.270588235,6/14/2004,17.00.00,2
0.193277311,0.160125589,0.106152806,0.302941176,6/14/2004,18.00.00,2
0.100840336,0.080062794,0.045977011,0.232352941,6/15/2004,00.00.00,1
0.042016807,0.047095761,0.025693036,0.15,6/15/2004,05.00.00,0
0.084033613,0.117739403,0.062204192,0.202941176,6/15/2004,06.00.00,0
0.369747899,0.387755102,0.210277214,0.341176471,6/15/2004,07.00.00,2
0.193277311,0.205651491,0.094658553,0.347058824,6/15/2004,13.00.00,2
0.168067227,0.191522763,0.082488168,0.329411765,6/15/2004,14.00.00,2
0.260504202,0.262166405,0.104124408,0.435294118,6/15/2004,18.00.00,2
0.302521008,0.326530612,0.129817444,0.464705882,6/15/2004,19.00.00,2
0.18487395,0.180533752,0.074374577,0.320588235,6/15/2004,21.00.00,2
0.176470588,0.163265306,0.083840433,0.335294118,6/15/2004,23.00.00,2
0.201680672,0.191522763,0.113590264,0.338235294,6/16/2004,10.00.00,2
0.201680672,0.215070644,0.087221095,0.323529412,6/16/2004,13.00.00,2
0.18487395,0.221350078,0.079107505,0.314705882,6/16/2004,14.00.00,2
0.193277311,0.197802198,0.07505071,0.311764706,6/16/2004,18.00.00,2
0.294117647,0.270015699,0.136578769,0.408823529,6/16/2004,20.00.00,2
0.201680672,0.210361068,0.082488168,0.288235294,6/16/2004,23.00.00,2
0.176470588,0.155416013,0.073698445,0.279411765,6/17/2004,01.00.00,1
0.084033613,0.069073783,0.035835024,0.2,6/17/2004,02.00.00,0
0.067226891,0.067503925,0,0,6/17/2004,03.00.00,0
0.109243697,0.14599686,0.0831643,0.226470588,6/17/2004,06.00.00,1
0.403361345,0.434850863,0.202839757,0.367647059,6/17/2004,08.00.00,2
0.159663866,0.156985871,0.114266396,0.367647059,6/17/2004,10.00.00,2
0.142857143,0.153846154,0.081135903,0.311764706,6/17/2004,14.00.00,1
0.142857143,0.149136578,0.079107505,0.3,6/17/2004,16.00.00,1
0.302521008,0.30455259,0.121703854,0.391176471,6/17/2004,18.00.00,2
0.277310924,0.259026688,0.116294794,0.367647059,6/17/2004,19.00.00,2
0.142857143,0.136577708,0.058823529,0.276470588,6/17/2004,22.00.00,1
0.235294118,0.238618524,0.099391481,0.352941176,6/17/2004,23.00.00,2
0.084033613,0.094191523,0.042596349,0.238235294,6/18/2004,01.00.00,1
0.042016807,0.04866562,0.020283976,0.126470588,6/18/2004,02.00.00,0
0.025210084,0.028257457,0.012846518,0.094117647,6/18/2004,04.00.00,0
0.210084034,0.244897959,0.125760649,0.414705882,6/18/2004,11.00.00,2
0.168067227,0.210361068,0.079107505,0.367647059,6/18/2004,14.00.00,2
0.176470588,0.197802198,0.073698445,0.370588235,6/18/2004,15.00.00,2
0.260504202,0.291993721,0.125084517,0.529411765,6/18/2004,17.00.00,2
0.243697479,0.251177394,0.115618661,0.45,6/18/2004,20.00.00,2
0.18487395,0.216640502,0.074374577,0.314705882,6/18/2004,23.00.00,2
0.134453782,0.163265306,0.058823529,0.255882353,6/19/2004,00.00.00,1
0.050420168,0.067503925,0.026369168,0.182352941,6/19/2004,02.00.00,0
0.050420168,0.06122449,0.025693036,0.158823529,6/19/2004,04.00.00,0
0.042016807,0.050235479,0.031778229,0.182352941,6/19/2004,06.00.00,0
0.117647059,0.142857143,0.067613252,0.252941176,6/19/2004,08.00.00,1
0.134453782,0.152276295,0.070317782,0.291176471,6/19/2004,09.00.00,1
0.134453782,0,0.048681542,0.226470588,6/19/2004,19.00.00,1
0.100840336,0,0.036511156,0.191176471,6/20/2004,01.00.00,0
0.075630252,0,0.032454361,0.191176471,6/20/2004,06.00.00,0
0.084033613,0,0.039891819,0.194117647,6/20/2004,08.00.00,0
0.067226891,0,0.025016903,0.158823529,6/20/2004,15.00.00,0
0.193277311,0,0.062204192,0.267647059,6/20/2004,22.00.00,2
0.352941176,0,0.091954023,0.317647059,6/20/2004,23.00.00,2
0.25210084,0,0.08045977,0.291176471,6/21/2004,00.00.00,2
0.18487395,0,0.051386072,0.244117647,6/21/2004,01.00.00,2
0.025210084,0,0,0,6/21/2004,03.00.00,0
0.025210084,0.023547881,0.010141988,0.070588235,6/21/2004,04.00.00,0
0.109243697,0.130298273,0.057471264,0.188235294,6/21/2004,06.00.00,1
0.210084034,0.271585557,0.119675456,0.267647059,6/21/2004,07.00.00,2
0.12605042,0.138147567,0.060175794,0.305882353,6/21/2004,12.00.00,1
0.18487395,0.19466248,0.089249493,0.364705882,6/21/2004,17.00.00,2
0.25210084,0.252747253,0.117647059,0.405882353,6/21/2004,19.00.00,2
0.176470588,0.178963893,0.077079108,0.329411765,6/21/2004,21.00.00,2
0.058823529,0.064364207,0.023664638,0.144117647,6/22/2004,01.00.00,0
0.016806723,0.018838305,0.016227181,0.117647059,6/22/2004,04.00.00,0
0.235294118,0.224489796,0.181879648,0.4,6/22/2004,10.00.00,2
0.260504202,0.282574568,0.161595673,0.423529412,6/22/2004,12.00.00,2
0.18487395,0.213500785,0.114266396,0.352941176,6/22/2004,16.00.00,2
0.294117647,0.321821036,0.15280595,0.426470588,6/22/2004,17.00.00,2
0.142857143,0.164835165,0.070317782,0.282352941,6/22/2004,22.00.00,1
0.201680672,0.213500785,0.097363083,0.305882353,6/22/2004,23.00.00,2
0.033613445,0.034536892,0.020283976,0.117647059,6/23/2004,05.00.00,0
0.268907563,0.298273155,0.199459094,0.323529412,6/23/2004,08.00.00,2
0.159663866,0.199372057,0.085192698,0.323529412,6/23/2004,14.00.00,2
0.369747899,0.379905808,0.198782961,0.488235294,6/23/2004,19.00.00,2
0.403361345,0.342229199,0.202839757,0.479411765,6/23/2004,20.00.00,2
0.210084034,0.204081633,0.107505071,0.355882353,6/23/2004,21.00.00,2
0.084033613,0.083202512,0.023664638,0.129411765,6/24/2004,02.00.00,0
0.12605042,0.135007849,0.07505071,0.226470588,6/24/2004,08.00.00,1
0.134453782,0.103610675,0.079783638,0.270588235,6/24/2004,10.00.00,1
0.100840336,0.078492936,0.037863421,0.170588235,6/24/2004,12.00.00,0
0.117647059,0.125588697,0.041920216,0.217647059,6/24/2004,16.00.00,1
0.235294118,0.215070644,0.112237999,0.358823529,6/24/2004,20.00.00,2
0.319327731,0.339089482,0.100743746,0.367647059,6/24/2004,21.00.00,2
0.268907563,0.263736264,0.079783638,0.35,6/24/2004,22.00.00,2
0.344537815,0.321821036,0.108181204,0.370588235,6/24/2004,23.00.00,2
0.058823529,0.051805338,0,0,6/25/2004,03.00.00,0
0.243697479,0.254317111,0.151453685,0.367647059,6/25/2004,08.00.00,2
0.159663866,0.142857143,0.098039216,0.3,6/25/2004,11.00.00,1
0.176470588,0.156985871,0.087897228,0.317647059,6/25/2004,12.00.00,1
0.176470588,0.183673469,0.08586883,0.326470588,6/25/2004,16.00.00,2
0.235294118,0.226059655,0.114942529,0.373529412,6/25/2004,18.00.00,2
0.084033613,0.080062794,0.035158891,0.202941176,6/26/2004,01.00.00,0
0,0.039246468,0.025016903,0.170588235,6/26/2004,04.00.00,0
0.151260504,0.163265306,0.113590264,0.305882353,6/26/2004,07.00.00,1
0.134453782,0.141287284,0.079783638,0.297058824,6/26/2004,11.00.00,1
0.117647059,0.133437991,0.060175794,0.264705882,6/26/2004,12.00.00,1
0.117647059,0.128728414,0.047329277,0.252941176,6/26/2004,13.00.00,1
0.12605042,0.105180534,0.060851927,0.229411765,6/26/2004,18.00.00,1
0.159663866,0.144427002,0.07505071,0.288235294,6/26/2004,19.00.00,1
0.117647059,0.10989011,0.049357674,0.244117647,6/26/2004,21.00.00,1
0.226890756,0.237048666,0.097363083,0.344117647,6/26/2004,23.00.00,2
0.176470588,0.183673469,0.081135903,0.285294118,6/27/2004,00.00.00,2
0.067226891,0.065934066,0.022988506,0.132352941,6/27/2004,04.00.00,0
0.042016807,0.040816327,0.018255578,0.123529412,6/27/2004,05.00.00,0
0.159663866,0.164835165,0.081812035,0.326470588,6/27/2004,10.00.00,1
0.058823529,0.062794349,0.025693036,0.147058824,6/27/2004,14.00.00,0
0.100840336,0.108320251,0.047329277,0.264705882,6/27/2004,16.00.00,1
0.142857143,0.161695447,0.060851927,0.302941176,6/27/2004,19.00.00,1
0.168067227,0.164835165,0.07505071,0.352941176,6/27/2004,20.00.00,2
0.100840336,0.124018838,0.046653144,0.229411765,6/28/2004,00.00.00,1
0.058823529,0.078492936,0.031778229,0.158823529,6/28/2004,06.00.00,0
0.268907563,0.324960754,0.141311697,0.35,6/28/2004,07.00.00,2
0.386554622,0.379905808,0.22785666,0.535294118,6/28/2004,09.00.00,2
0.277310924,0.260596546,0.189317106,0.538235294,6/28/2004,10.00.00,2
0.168067227,0.205651491,0.075726842,0.379411765,6/28/2004,15.00.00,2
0.243697479,0.277864992,0.127112914,0.479411765,6/28/2004,17.00.00,2
0.151260504,0.174254317,0.060175794,0.270588235,6/28/2004,21.00.00,1
0.151260504,0.183673469,0.06964165,0.291176471,6/28/2004,22.00.00,2
0.168067227,0.183673469,0.067613252,0.282352941,6/28/2004,23.00.00,2
0.033613445,0.06122449,0.018255578,0.135294118,6/29/2004,02.00.00,0
0.268907563,0.2433281,0.156862745,0.355882353,6/29/2004,09.00.00,2
0.226890756,0.240188383,0.1392833,0.388235294,6/29/2004,10.00.00,2
0.176470588,0.200941915,0.107505071,0.358823529,6/29/2004,11.00.00,2
0.210084034,0.246467818,0.091954023,0.391176471,6/29/2004,13.00.00,2
0.226890756,0.276295133,0.105476673,0.505882353,6/29/2004,16.00.00,2
0.31092437,0.337519623,0.135226504,0.582352941,6/29/2004,17.00.00,2
0.218487395,0.224489796,0.095334686,0.352941176,6/29/2004,20.00.00,2
0.075630252,0.095761381,0.023664638,0.138235294,6/30/2004,01.00.00,0
0.058823529,0.058084772,0,0,6/30/2004,03.00.00,0
0.058823529,0.072213501,0.033130494,0.167647059,6/30/2004,05.00.00,0
0.243697479,0.266875981,0.196078431,0.461764706,6/30/2004,09.00.00,2
0.193277311,0.21978022,0.079783638,0.408823529,6/30/2004,13.00.00,2
0.159663866,0.163265306,0.08857336,0.420588235,6/30/2004,15.00.00,2
0.352941176,0.384615385,0.194050034,0.664705882,6/30/2004,17.00.00,2
0.075630252,0.100470958,0.044624746,0.176470588,7/1/2004,06.00.00,0
0.201680672,0.26844584,0.104124408,0.25,7/1/2004,07.00.00,2
0.243697479,0.229199372,0.1663286,0.394117647,7/1/2004,09.00.00,2
0.168067227,0.191522763,0.07505071,0.335294118,7/1/2004,13.00.00,2
0.159663866,0.183673469,0.079783638,0.355882353,7/1/2004,15.00.00,2
0.277310924,0.282574568,0.125760649,0.497058824,7/1/2004,18.00.00,2
0.159663866,0.160125589,0.071670047,0.326470588,7/1/2004,21.00.00,1
0.042016807,0.045525903,0.033806626,0.179411765,7/2/2004,05.00.00,0
0.218487395,0.274725275,0.121027721,0.3,7/2/2004,07.00.00,2
0.243697479,0.266875981,0.177822853,0.432352941,7/2/2004,09.00.00,2
0.235294118,0.244897959,0.179175118,0.464705882,7/2/2004,10.00.00,2
0.142857143,0.175824176,0.07775524,0.35,7/2/2004,15.00.00,2
0.151260504,0.15855573,0.090601758,0.35,7/2/2004,23.00.00,2
0.151260504,0.174254317,0.109533469,0.297058824,7/3/2004,07.00.00,1
0.109243697,0.138147567,0.070317782,0.285294118,7/3/2004,11.00.00,1
0.12605042,0.155416013,0.06693712,0.276470588,7/3/2004,12.00.00,1
0.092436975,0.117739403,0.039891819,0.197058824,7/3/2004,20.00.00,0
0.168067227,0.182103611,0.082488168,0.320588235,7/3/2004,22.00.00,1
0.18487395,0.193092622,0.085192698,0.297058824,7/4/2004,00.00.00,2
0.067226891,0.095761381,0,0,7/4/2004,03.00.00,0
0.084033613,0.092621664,0.037863421,0.2,7/4/2004,10.00.00,0
0.067226891,0.076923077,0.027045301,0.152941176,7/4/2004,12.00.00,0
0.033613445,0.050235479,0.018931711,0.117647059,7/4/2004,14.00.00,0
0.042016807,0.064364207,0.021636241,0.138235294,7/4/2004,15.00.00,0
0.050420168,0.062794349,0.026369168,0.164705882,7/4/2004,16.00.00,0
0.058823529,0.075353218,0.035158891,0.188235294,7/4/2004,17.00.00,0
0.159663866,0.155416013,0.081812035,0.305882353,7/4/2004,23.00.00,1
0.050420168,0.058084772,0.027721433,0.161764706,7/5/2004,01.00.00,0
0.025210084,0.039246468,0,0,7/5/2004,03.00.00,0
0.168067227,0.224489796,0.111561866,0.235294118,7/5/2004,07.00.00,2
0.302521008,0.299843014,0.214334009,0.461764706,7/5/2004,09.00.00,2
0.151260504,0.163265306,0.093982421,0.361764706,7/5/2004,14.00.00,2
0.294117647,0.299843014,0.161595673,0.517647059,7/5/2004,19.00.00,2
0.210084034,0.213500785,0.093982421,0.367647059,7/5/2004,20.00.00,2
0.159663866,0.150706436,0.073022312,0.305882353,7/5/2004,23.00.00,1
0.285714286,0.302982732,0.180527383,0.526470588,7/6/2004,12.00.00,2
0.369747899,0.392464678,0.214334009,0.570588235,7/6/2004,18.00.00,2
0.327731092,0.331240188,0.169709263,0.455882353,7/6/2004,19.00.00,2
0.336134454,0.373626374,0.15551048,0.467647059,7/6/2004,20.00.00,2
0.067226891,0.080062794,0.037187289,0.202941176,7/7/2004,02.00.00,0
0.042016807,0.047095761,0,0,7/7/2004,03.00.00,0
0.042016807,0.062794349,0.031102096,0.155882353,7/7/2004,05.00.00,0
0.344537815,0.437990581,0.242055443,0.414705882,7/7/2004,08.00.00,2
